Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,The Girl Who Lived Twice: A Lisbeth Salander Novel,read audible audiobook mystery-thriller-and-suspense mystery,David Lagercrantz,Random House Audio,,4.3,Audible Audio,2019,2025-09-04,,,1524709026
,,One Year After,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,William R. Forstchen,"Blackstone Audio, Inc.",,4.6,Audible Audio,2015,2025-09-04,,,B014LLB1UG
,,The Man Who Knew the Way to the Moon,read audible audiobook biographies-and-memoirs professionals-and-academics,Todd Zwillich,Audible Originals,,4.5,Audible Audio,2019,2025-09-04,,,B07T1F4MB7
,,"The Shameless: A Quinn Colson Novel, Book 9",read audible audiobook literature-and-fiction action-and-adventure,Ace Atkins,Penguin Audio,,4.5,Audible Audio,2019,2025-09-04,,,1984887742
,,Not Alone: The Final Call,read audible audiobook science-fiction-and-fantasy fantasy,Craig A. Falconer,Audible Studios,,4.5,Audible Audio,2019,2025-09-04,,,B07TTDY7KD
,,"In Session: Dr. Morgan Snow with Steve Berry's Cotton Malone, Lee Child's Jack Reacher & Barry Eisler's John Rain",read audible audiobook literature-and-fiction anthologies-and-short-stories,M. J. Rose,MJ Rose c/o Writers House,,3.9,Audible Audio,2011,2025-09-04,,,B005W2KDEE
,,Nothing Ventured,read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.4,Audible Audio,2019,2025-09-04,,,1250240123
,,"Rage: A Joe Ledger and Rogue Team International Novel: Rogue Team International Series, Book 1",read audible audiobook literature-and-fiction genre-fiction,Jonathan Maberry,Macmillan Audio,,4.7,Audible Audio,2019,2025-09-04,,,1250243173
,,Jeffrey Archer: Audible Sessions: FREE Exclusive Interview,read audible audiobook biographies-and-memoirs art-and-literature,Robin Morgan-Bentley,Audible Sessions,,4.3,Audible Audio,2016,2025-09-04,,,B01N48Q2G2
,,Red Metal,read audible audiobook literature-and-fiction action-and-adventure,Mark Greaney,Audible Studios,,4.5,Audible Audio,2019,2025-09-04,,,B07THDVL4P
,,End Game,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B07G8NDDSC
,,Deadline,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B01K8RDH4A
,,Never Cry Mercy,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B01IFWJ1DG
,,Noble Judgment,read audible audiobook,L. T. Ryan,,,,Audible Audio,,2025-09-04,,,B0131NHNLG
,,Never Go Home,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B013122EM0
,,Noble Betrayal,read audible audiobook,L. T. Ryan,,,,Audible Audio,,2025-09-04,,,B0131HJT9Q
,,Noble Retribution,read audible audiobook,L. T. Ryan,,,,Audible Audio,,2025-09-04,,,B0131KMHME
,,When Dead in Greece,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B01312GSDG
,,Noble Intentions,read audible audiobook,L. T. Ryan,,,,Audible Audio,,2025-09-04,,,B010N3D0VO
,,Thin Line,read audible audiobook,L. T. Ryan,,,,Audible Audio,,2025-09-04,,,B00ZY8W3K8
,,A Deadly Distance,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B00ZVMW39I
,,Noble Beginnings,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B00ZY8WORA
,,The Recruit: A Jack Noble Short Story,read audible audiobook,L.T. Ryan,,,,Audible Audio,,2025-09-04,,,B00ZVMVILW
,,"The Night Fire: A Ballard and Bosch Novel: Harry Bosch, Book 22",read audible audiobook literature-and-fiction genre-fiction,Michael Connelly,Hachette Audio,,4.7,Audible Audio,2019,2025-09-04,,,1549120786
,,The Bitterroots: A Cassie Dewell Novel,read audible audiobook mystery-thriller-and-suspense mystery,C. J. Box,Macmillan Audio,,4.4,Audible Audio,2019,2025-09-04,,,1250220289
,,One Good Deed,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.5,Audible Audio,2019,2025-09-04,,,1549151967
,,Tom Clancy Enemy Contact,read audible audiobook literature-and-fiction genre-fiction,Mike Maden,Random House Audio,,4.5,Audible Audio,2019,2025-09-04,,,1984887904
,,Triptych,currently-reading audible audiobook,Karin Slaughter,,,,Audible Audio,,2025-09-04,,,B002V8L1JS
,,Self-Discipline: Develop Good Habits. Achieve Your Goals.,read audible audiobook,Jennifer Alison,,,,Audible Audio,,2025-09-04,,,B06XC8MTXC
,,Point & Shoot,read audible audiobook literature-and-fiction action-and-adventure,Duane Swierczynski,Hachette Audio,,4.2,Audible Audio,2013,2025-09-04,,,B00CDP8H00
,,Hell and Gone,read audible audiobook literature-and-fiction action-and-adventure,Duane Swierczynski,Hachette Audio,,4.3,Audible Audio,2011,2025-09-04,,,B005WY96KO
,,Dark Site: A Sam Dryden Novel,read audible audiobook literature-and-fiction genre-fiction,Patrick Lee,Macmillan Audio,,3.9,Audible Audio,2019,2025-09-04,,,1427272484
,,"Twelve Days: John Milton, Book 14",read audible audiobook literature-and-fiction action-and-adventure,Mark Dawson,Audible Studios,,4.6,Audible Audio,2019,2025-09-04,,,B07NYRZQ9P
,,Catch-22,read audible audiobook literature-and-fiction classics,Joseph Heller,Simon & Schuster Audio,,4.3,Audible Audio,2017,2025-09-04,,,B074TXRQDM
,,Alien: Sea of Sorrows: An Audible Original Drama,read audible audiobook arts-and-entertainment audio-performances-and-dramatizations,James A. Moore,Audible Originals,,4.6,Audible Audio,2018,2025-09-04,,,B07B3JVLNC
,,Cari Mora: A Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,Thomas Harris,Hachette Audio,,3.5,Audible Audio,2019,2025-09-04,,,1549148672
,,JET (4 Novel Bundle): First 4 JET novels,read audible audiobook literature-and-fiction action-and-adventure,Russell Blake,Janda Management,,4.6,Audible Audio,2018,2025-09-04,,,B07BZLHB1X
,,Mort,read audible audiobook,Terry Pratchett,,,,Audible Audio,,2025-09-04,,,B002V1OJJE
,,"Perdition: The Day After Never, Book 6",read audible audiobook literature-and-fiction genre-fiction,Russell Blake,Janda Management,,4.8,Audible Audio,2018,2025-09-04,,,B07J9NBYYV
,,"Insurrection: The Day After Never, Book 5",read audible audiobook literature-and-fiction genre-fiction,Russell Blake,Janda Management,,4.8,Audible Audio,2018,2025-09-04,,,B078PQFV64
,,The Andromeda Evolution,read audible audiobook literature-and-fiction action-and-adventure,Michael Crichton,HarperAudio,,4.3,Audible Audio,2019,2025-09-04,,,0062473301
,,Crime and Punishment (AmazonClassics Edition),read audible audiobook literature-and-fiction classics,Fyodor Dostoyevsky,Brilliance Audio,,4.4,Audible Audio,2018,2025-09-04,,,B07CZPFY1J
,,The Guardians: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,John Grisham,Random House Audio,,4.7,Audible Audio,2019,2025-09-04,,,0525639330
,,The Deserter,read audible audiobook literature-and-fiction genre-fiction,Nelson DeMille,Simon & Schuster Audio,,4.4,Audible Audio,2019,2025-09-04,,,1508268843
,,The New Girl: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Silva,HarperAudio,,4.5,Audible Audio,2019,2025-09-04,,,0062835017
,,"Blue Moon: Jack Reacher, Book 24",read audible audiobook literature-and-fiction action-and-adventure,Lee Child,Random House Audio,,4.5,Audible Audio,2019,2025-09-04,,,1524774367
,,Tom Clancy Code of Honor,read audible audiobook,Marc Cameron,,,,Audible Audio,,2025-09-04,,,0593106792
,,"Bloody Genius: A Virgil Flowers Novel, Book 12",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.7,Audible Audio,2019,2025-09-04,,,0593107152
,,Luke Stone Thriller Bundle: Any Means Necessary #1 and Oath of Office #2: A Luke Stone Thriller,read audible audiobook literature-and-fiction genre-fiction,Jack Mars,Jack Mars,,4.6,Audible Audio,2017,2025-09-04,,,B078K8ZDT2
,,"Lethal Agent: A Mitch Rapp Novel, Book 18",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Vince Flynn,Simon & Schuster Audio,,4.7,Audible Audio,2019,2025-09-04,,,1508287716
,,"Alex Fletcher Boxset, Complete Series: Books 1-5",read audible audiobook science-fiction-and-fantasy fantasy,Steven Konkoly,Stribling Media,,4.5,Audible Audio,2018,2025-09-04,,,B078SH2ZCV
,,"The Eighth Sister: A Thriller (Charles Jenkins, Book 1)",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Robert Dugoni,Brilliance Audio,,4.4,Audible Audio,2019,2025-09-04,,,1978650345
,,Alien III: An Audible Original Drama,read audible audiobook science-fiction-and-fantasy science-fiction,William Gibson,Audible Originals,,4.2,Audible Audio,2019,2025-09-04,,,B07QY3KR81
,,Run Away,read audible audiobook mystery-thriller-and-suspense mystery,Harlan Coben,Brilliance Audio,,4.5,Audible Audio,2019,2025-09-04,,,1501217747
,,The Informant: A Butcher's Boy Novel,read audible audiobook mystery-thriller-and-suspense mystery,Thomas Perry,Tantor Audio,,4.5,Audible Audio,2011,2025-09-04,,,B004YECOYI
,,Sleeping Dogs,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Thomas Perry,Tantor Audio,,4.4,Audible Audio,2009,2025-09-04,,,B002V0Q8XA
,,"Redemption: Memory Man Series, Book 5",read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.6,Audible Audio,2019,2025-09-04,,,147899925X
,,"Nightworld: The Adversary Cycle, Book 6",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.7,Audible Audio,2013,2025-09-04,,,B00H8ADS9K
,,"The Dark at the End: A Repairman Jack Novel, Book 15",read audible audiobook literature-and-fiction horror,F. Paul Wilson,"Brilliance Audio ",,4.6,Audible Audio,2013,2025-09-04,,,B00GGPEWHA
,,"Fatal Error: Repairman Jack, Book 14",read audible audiobook literature-and-fiction horror,F. Paul Wilson,"Brilliance Audio ",,4.6,Audible Audio,2013,2025-09-04,,,B00FZYTSGI
,,"Ground Zero: Repairman Jack, Book 13",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00ET94VQW
,,The Beautiful Brain: An Audible Original,read audible audiobook,Hana Walker-Brown,,,,Audible Audio,,2025-09-04,,,B07PVCJMY3
,,The Dispatcher,read audible audiobook science-fiction-and-fantasy fantasy,John Scalzi,Audible Originals,,4.5,Audible Audio,2016,2025-09-04,,,B01KKPH1VA
,,"By the Sword: A Repairman Jack novel (Repairman Jack, Book 12)",read audible audiobook,F. Paul Wilson,,,,Audible Audio,,2025-09-04,,,B002UZL5YS
,,"The Rescue: Ryan Decker, Book 1",read audible audiobook literature-and-fiction action-and-adventure,Steven Konkoly,Brilliance Audio,,4.3,Audible Audio,2019,2025-09-04,,,1721356819
,,"Night Man: The Night Man Chronicles, Book 1",read audible audiobook mystery-thriller-and-suspense mystery,Brett Battles,Audible Studios,,4.3,Audible Audio,2019,2025-09-04,,,B07PFRV92D
,,"Bloodline: Repairman Jack, Book 11",read audible audiobook,F. Paul Wilson,,,,Audible Audio,,2025-09-04,,,B002V0M2FS
,,"Harbingers: A Repairman Jack Novel, Book 10",read audible audiobook literature-and-fiction horror,F. Paul Wilson,"Brilliance Audio ",,4.6,Audible Audio,2013,2025-09-04,,,B00EDNVT96
,,"Infernal: Repairman Jack, Book 9",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00DQYUC3C
,,"Crisscross: A Repairman Jack Novel, Book 8",read audible audiobook literature-and-fiction horror,F. Paul Wilson,"Brilliance Audio ",,4.6,Audible Audio,2013,2025-09-04,,,B00D8EL69O
,,"Gateways: Repairman Jack, Book 7",read audible audiobook literature-and-fiction horror,F. Paul Wilson,"Brilliance Audio ",,4.6,Audible Audio,2013,2025-09-04,,,B00D6T0LCO
,,"The Haunted Air: Repairman Jack, Book 6",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00C3NA7VY
,,"Hosts: A Repairman Jack Novel, Book 5",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00BLRY6B0
,,"All the Rage: A Repairman Jack Novel, Book 4",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00B1HWD9W
,,"Conspiracies: A Repairman Jack Novel, Book 3",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,4.4,Audible Audio,2013,2025-09-04,,,B00AWCCE96
,,"Legacies: A Repairman Jack Novel, Book 2",read audible audiobook literature-and-fiction action-and-adventure,F. Paul Wilson,Brilliance Audio,,4.4,Audible Audio,2012,2025-09-04,,,B00AOAJYT4
,,The Tomb: Repairman Jack #1,read audible audiobook literature-and-fiction horror,F. Paul Wilson,Audible Studios,,4.3,Audible Audio,2009,2025-09-04,,,B002V8MTGM
,,Junk,read audible audiobook science-fiction-and-fantasy science-fiction,Les Bohem,Audible Originals,,3.3,Audible Audio,2019,2025-09-04,,,B07D1B9SD5
,,"The Border: The Cartel Trilogy, Book 3",read audible audiobook,Don Winslow,,,,Audible Audio,,2025-09-04,,,1504719948
,,Not Alone: Second Contact,read audible audiobook science-fiction-and-fantasy science-fiction,Craig A. Falconer,Audible Studios,,4.5,Audible Audio,2018,2025-09-04,,,B07F786LK1
,,MemoRandom: A Thriller,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Anders de la Motte,Simon & Schuster Audio,,4,Audible Audio,2017,2025-09-04,,,B06XPDKFZD
,,Chasing Ivan,read audible audiobook mystery-thriller-and-suspense mystery,Tim Tigner,Tim Tigner,,4.2,Audible Audio,2016,2025-09-04,,,B01DCJQ7K2
,,Zeroes: A Novel,read audible audiobook literature-and-fiction action-and-adventure,Chuck Wendig,HarperAudio,,3.9,Audible Audio,2016,2025-09-04,,,B017RWO9DW
,,Sold Out,read audible audiobook literature-and-fiction action-and-adventure,Stan R. Mitchell,Audible Studios,,4,Audible Audio,2015,2025-09-04,,,B01496UPWI
,,Kill Zone: A Sniper Novel,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.4,Audible Audio,2015,2025-09-04,,,B00WVD8362
,,"Cold City: Repairman Jack: Early Years Trilogy, Book 1",read audible audiobook literature-and-fiction horror,F. Paul Wilson,Brilliance Audio,,3.9,Audible Audio,2012,2025-09-04,,,B00AB298EG
,,"The Intercept: A Jeremy Fisk Novel, Book 1",read audible audiobook mystery-thriller-and-suspense mystery,Dick Wolf,HarperAudio,,4.1,Audible Audio,2012,2025-09-04,,,B009R564Q8
,,Rogue,read audible audiobook literature-and-fiction genre-fiction,Mark Sullivan,Macmillan Audio,,4.1,Audible Audio,2012,2025-09-04,,,B009G3ZJ8K
,,WIRED,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Douglas E. Richards,Tantor Audio,,4.2,Audible Audio,2012,2025-09-04,,,B007NZ8N9K
,,"Soft Target: Ray Cruz, Book 1",read audible audiobook literature-and-fiction action-and-adventure,Stephen Hunter,"Brilliance Audio ",,4,Audible Audio,2011,2025-09-04,,,B006IB7HJ2
,,A Drink Before the War,to-read audible audiobook literature-and-fiction genre-fiction,Dennis Lehane,HarperAudio,,4.1,Audible Audio,2011,2025-09-04,,,B005K085RU
,,Florida Roadkill,read audible audiobook literature-and-fiction action-and-adventure,Tim Dorsey,Recorded Books,,3.9,Audible Audio,2011,2025-09-04,,,B005CQ4H7Y
,,Fun and Games,read audible audiobook literature-and-fiction action-and-adventure,Duane Swierczynski,Hachette Audio,,4.1,Audible Audio,2011,2025-09-04,,,B00562UMTG
,,One Second After,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,William R. Forstchen,"Blackstone Audio, Inc.",,4.5,Audible Audio,2009,2025-09-04,,,B002V1O7UU
,,The Butcher's Boy,read audible audiobook mystery-thriller-and-suspense mystery,Thomas Perry,Tantor Audio,,4.2,Audible Audio,2008,2025-09-04,,,B002V0AELW
,,"Game of Snipers: Bob Lee Swagger, Book 11",read audible audiobook mystery-thriller-and-suspense mystery,Stephen Hunter,Brilliance Audio,,4.7,Audible Audio,2019,2025-09-04,,,B07L16HHRQ
,,The Ascendant: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Drew Chapman,Simon & Schuster Audio,,4.2,Audible Audio,2014,2025-09-04,,,B00H9L4FQ8
,,"I Am the Weapon: The Unknown Assasin, Book 1",read audible audiobook teen-and-young-adult literature-and-fiction,Allen Zadoff,Hachette Audio,,4,Audible Audio,2014,2025-09-04,,,B00LOG8IU8
,,"Tear It Down: A Peter Ash Novel, Book 4",read audible audiobook literature-and-fiction action-and-adventure,Nick Petrie,Penguin Audio,,4.6,Audible Audio,2019,2025-09-04,,,0525636218
,,Light It Up,read audible audiobook literature-and-fiction genre-fiction,Nick Petrie,Penguin Audio,,4.6,Audible Audio,2018,2025-09-04,,,B075DH2CXV
,,Bleak House: The Audible Dickens Collection,currently-reading audible audiobook literature-and-fiction classics,Charles Dickens,Audible Studios,,4.7,Audible Audio,2018,2025-09-04,,,B079LMW8P3
,,Burning Bright,read audible audiobook literature-and-fiction genre-fiction,Nick Petrie,Penguin Audio,,4.6,Audible Audio,2017,2025-09-04,,,B01MSUNXIB
,,"Survivor: Rewinder, Book 3",read audible audiobook science-fiction-and-fantasy science-fiction,Brett Battles,Audible Studios,,4.4,Audible Audio,2017,2025-09-04,,,B07196C8ZM
,,Free Fall: A Prelude to Hidden Order,read audible audiobook literature-and-fiction genre-fiction,Brad Thor,Simon & Schuster Audio,,4.3,Audible Audio,2013,2025-09-04,,,B00FN4UXS2
,,"Backlash: The Scot Harvath Series, Book 18",read audible audiobook literature-and-fiction genre-fiction,Brad Thor,Simon & Schuster Audio,,4.7,Audible Audio,2019,2025-09-04,,,B07MGS7H4C
,,"Fall; or, Dodge in Hell: A Novel",read audible audiobook literature-and-fiction action-and-adventure,Neal Stephenson,Brilliance Audio,,4,Audible Audio,2019,2025-09-04,,,1511328401
,,Year Zero: A Novel,read audible audiobook science-fiction-and-fantasy science-fiction,Rob Reid,Random House Audio,,4.2,Audible Audio,2012,2025-09-04,,,B008CGS0WO
,,Dead Moon,read audible audiobook science-fiction-and-fantasy science-fiction,Peter Clines,Audible Originals,,4.1,Audible Audio,2019,2025-09-04,,,B07MS6267K
,,Delta-v,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Suarez,Penguin Audio,,4.5,Audible Audio,2019,2025-09-04,,,0525527974
,,The Spaceship Next Door,read audible audiobook science-fiction-and-fantasy fantasy,Gene Doucette,Gene Doucette,,4.3,Audible Audio,2016,2025-09-04,,,B01JQC6C54
